Koordinatensystem : Lambert konform konisch
Rechtswert        : 4201500 Meter
Hochwert          : 2845500 Meter
Hoehenlage        : 88 Meter ueber NN
Erstellung des Datensatzes im Mai 2016

Art des TRY       : extremer Sommer
Bezugszeitraum    : 2031-2060
Datenbasis 1      : Beobachtungsdaten Zeitraum 1995-2012
Datenbasis 2      : Klimasimulationen Zeitraum 1971-2000 (Basis RCP-historical / CORDEX-Europa Laeufe)
Datenbasis 3      : Klimasimulationen Zeitraum 2031-2060 (Basis RCP-4.5 und RCP-8.5 / CORDEX-Europa Laeufe)

Format: (i7,1x,i7,1x,i2,1x,i2,1x,i2,1x,f5.1,1x,i4,1x,3i,1x,f4.1,1x,i1,1x,f4.1,1x,i3,1x,i4,1x,i4,1x,i3,1x,i4,2x,i1)

Reihenfolge der Parameter:
RW Rechtswert                                                    [m]       {3670500;3671500..4389500}
HW Hochwert                                                      [m]       {2242500;2243500..3179500}
MM Monat                                                                   {1..12}
DD Tag                                                                     {1..28,30,31}
HH Stunde (MEZ)                                                            {1..24}
t  Lufttemperatur in 2m Hoehe ueber Grund                        [GradC]
p  Luftdruck in Standorthoehe                                    [hPa]
WR Windrichtung in 10 m Hoehe ueber Grund                        [Grad]    {0..360;999}
WG Windgeschwindigkeit in 10 m Hoehe ueber Grund                 [m/s]
N  Bedeckungsgrad                                                [Achtel]  {0..8;9}
x  Wasserdampfgehalt, Mischungsverhaeltnis                       [g/kg]
RF Relative Feuchte in 2 m Hoehe ueber Grund                     [Prozent] {1..100}
B  Direkte Sonnenbestrahlungsstaerke (horiz. Ebene)              [W/m^2]   abwaerts gerichtet: positiv
D  Diffuse Sonnenbetrahlungsstaerke (horiz. Ebene)               [W/m^2]   abwaerts gerichtet: positiv
A  Bestrahlungsstaerke d. atm. Waermestrahlung (horiz. Ebene)    [W/m^2]   abwaerts gerichtet: positiv
E  Bestrahlungsstaerke d. terr. Waermestrahlung                  [W/m^2]   aufwaerts gerichtet: negativ
IL Qualitaetsbit bezueglich der Auswahlkriterien                           {0;1;2;3;4}


     RW      HW MM DD HH     t    p  WR   WG N    x  RF    B    D   A    E IL
*** 
4201500 2845500  1  1  1   0.4 1005 213  3.1 5  3.5  87    0    0 267 -291  1
4201500 2845500  1  1  2  -1.4 1005 208  2.7 4  3.2  89    0    0 261 -290  1
4201500 2845500  1  1  3  -3.1 1005 196  2.5 3  2.8  91    0    0 235 -288  1
4201500 2845500  1  1  4  -3.8 1005 185  2.8 2  2.7  92    0    0 207 -285  1
4201500 2845500  1  1  5  -4.4 1005 175  3.2 1  2.6  92    0    0 196 -284  1
4201500 2845500  1  1  6  -5.0 1004 160  3.7 1  2.5  93    0    0 192 -282  1
4201500 2845500  1  1  7  -5.4 1003 170  4.3 1  2.4  92    0    0 188 -282  1
4201500 2845500  1  1  8  -5.4 1003 160  3.5 2  2.4  92    0    0 194 -281  1
4201500 2845500  1  1  9  -6.2 1002 150  3.6 3  2.3  92    0    0 206 -281  1
4201500 2845500  1  1 10  -4.3 1002 130  3.5 6  2.3  88   17   40 230 -281  1
4201500 2845500  1  1 11  -4.1 1001 130  3.4 4  2.4  85   71   68 238 -284  1
4201500 2845500  1  1 12  -2.0 1001 140  3.5 5  2.4  78   15   91 237 -289  1
4201500 2845500  1  1 13  -0.5 1000 130  3.6 4  2.5  70   72  100 241 -294  1
4201500 2845500  1  1 14   0.4  998 130  5.0 5  2.5  66   33   91 243 -298  1
4201500 2845500  1  1 15   0.5  997 130  4.3 7  2.5  64    3   55 261 -299  1
4201500 2845500  1  1 16   0.6  996 140  4.1 7  2.5  62    2   23 275 -301  1
4201500 2845500  1  1 17   0.3  996 130  4.2 7  2.5  62    0    0 276 -301  1
4201500 2845500  1  1 18   0.3  995 140  3.5 7  2.5  63    0    0 272 -302  1
4201500 2845500  1  1 19   0.7  994 140  3.5 7  2.5  62    0    0 269 -303  1
4201500 2845500  1  1 20   0.8  994 140  3.2 8  2.5  61    0    0 284 -304  1
4201500 2845500  1  1 21   0.3  993 140  3.8 7  2.6  66    0    0 286 -305  1
4201500 2845500  1  1 22   0.1  993 170  3.3 8  3.0  77    0    0 292 -306  1
4201500 2845500  1  1 23   0.2  993 170  3.4 8  3.3  84    0    0 307 -307  1
